oid,dat,cuid,pay_amount,category,product,city,state,method
1906,05-13-2011,4002943,35.43,Exercise & Fitness,Free Weight Bars,St. Petersburg,Florida,credit
1907,04-20-2011,4006238,96.09,Outdoor Play Equipment,Playhouses,Lincoln,Nebraska,credit
1908,02-07-2011,4001565,155.64,Water Sports,Life Jackets,Green Bay,Wisconsin,credit
1909,06-06-2011,4000479,65.63,Games,Mahjong,Minneapolis,Minnesota,credit
1910,01-08-2011,4009664,133.93,Games,Mahjong,Denton,Texas,credit
1911,09-20-2011,4003783,31.5,Winter Sports,Downhill Skiing,Jersey City,New Jersey,credit
1912,03-22-2011,4007114,113.57,Gymnastics,Balance Beams,San Diego,California,credit
1913,09-12-2011,4003295,18.81,Indoor Games,Billiards,Columbus,Ohio,credit
1914,12-26-2011,4001322,139.37,Water Sports,Windsurfing,Springfield,Illinois,credit
1915,04-09-2011,4008197,70.97,Winter Sports,Cross-Country Skiing,Gilbert,Arizona,credit
1916,03-01-2011,4000954,94.71,Games,Board Games,Cincinnati,Ohio,credit
1917,03-02-2011,4003155,81.48,Team Sports,Rugby,Jackson,Mississippi,credit
1918,06-14-2011,4001428,9.29,Outdoor Recreation,Skateboarding,Overland Park,Kansas,credit
1919,10-14-2011,4005027,126.58,Exercise & Fitness,Cardio Machines,Gilbert,Arizona,credit
1920,07-05-2011,4005959,176.01,Gymnastics,Gymnastics Mats,Overland Park,Kansas,credit
1921,06-15-2011,4005093,160.31,Exercise & Fitness,Exercise Balls,Jacksonville ,Florida,credit
1922,10-22-2011,4001448,95.24,Indoor Games,Ping Pong,Bellevue,Washington,credit
1923,03-03-2011,4001296,192.03,Gymnastics,Vaulting Horses,Washington,District of Columbia,credit
1924,10-04-2011,4004599,82.14,Outdoor Recreation,Skateboarding,Midland,Texas,credit
1925,01-05-2011,4004440,51.93,Exercise & Fitness,Jump Ropes,El Paso,Texas,credit
1926,08-25-2011,4004716,27.84,Exercise & Fitness,Exercise Balls,St. Petersburg,Florida,credit
1927,11-20-2011,4002877,55.46,Team Sports,Cheerleading,Seattle,Washington,credit
1928,04-26-2011,4000679,164.89,Outdoor Recreation,Skateboarding,Madison,Wisconsin,credit
1929,07-05-2011,4007551,34.42,Exercise & Fitness,Jump Ropes,Honolulu  ,Hawaii,credit
1930,01-27-2011,4003406,150.59,Outdoor Recreation,Equestrian,Denver  ,Colorado,credit
1931,10-16-2011,4006313,170.94,Combat Sports,Wrestling,Pittsburgh,Pennsylvania,credit
1932,07-05-2011,4007228,195.71,Winter Sports,Downhill Skiing,Reno,Nevada,credit
1933,03-25-2011,4009396,155.84,Outdoor Play Equipment,Sandboxes,Dallas,Texas,credit
1934,02-20-2011,4003078,49.0,Water Sports,Surfing,Memphis,Tennessee,credit
1935,04-02-2011,4007560,134.28,Games,Bingo Sets,West Valley City,Utah,credit
1936,04-01-2011,4004449,132.78,Gymnastics,Gymnastics Protective Gear,Cincinnati,Ohio,credit
1937,12-15-2011,4001348,182.73,Exercise & Fitness,Jump Ropes,Denton,Texas,credit
1938,03-16-2011,4004407,103.91,Indoor Games,Darts,Paterson,New Jersey,credit
1939,07-12-2011,4006693,14.44,Outdoor Recreation,Equestrian,Denton,Texas,credit
1940,04-01-2011,4000242,5.76,Indoor Games,Table Shuffleboard,Miami,Florida,credit
1941,01-25-2011,4009304,108.98,Winter Sports,Snowshoeing,Phoenix,Arizona,credit
1942,10-29-2011,4006805,83.0,Jumping,Bungee Jumping,Buffalo,New York,credit
1943,02-11-2011,4008261,30.1,Gymnastics,Gymnastics Mats,Sacramento,California,cash
1944,05-18-2011,4007950,163.99,Outdoor Recreation,Archery,Columbia,South Carolina,credit
1945,05-14-2011,4002328,92.61,Racquet Sports,Badminton,Reno,Nevada,credit
1946,08-15-2011,4001934,178.42,Exercise & Fitness,Weightlifting Belts,Memphis,Tennessee,credit
1947,10-08-2011,4002411,50.75,Exercise & Fitness,Weight Benches,Oakland,California,credit
1948,12-03-2011,4006395,28.02,Outdoor Play Equipment,Outdoor Playsets,San Francisco,California,cash
1949,09-27-2011,4005511,50.44,Water Sports,Windsurfing,Cambridge,Massachusetts,credit
1950,03-18-2011,4008231,141.21,Winter Sports,Luge,Vancouver,Washington,credit
1951,04-18-2011,4007320,110.06,Team Sports,Beach Volleyball,Cincinnati,Ohio,credit
1952,12-17-2011,4001652,134.32,Jumping,Pogo Sticks,Salt Lake City,Utah,credit
1953,10-17-2011,4000789,167.27,Combat Sports,Martial Arts,San Diego,California,credit
1954,01-06-2011,4006835,59.27,Jumping,Trampoline Accessories,Coral Springs,Florida,credit
1955,04-24-2011,4003515,53.6,Exercise & Fitness,Abdominal Equipment,St. Petersburg,Florida,credit
1956,01-19-2011,4006705,198.8,Exercise & Fitness,Stopwatches,Sacramento,California,credit
1957,06-29-2011,4006206,173.36,Racquet Sports,Tennis,Charleston,South Carolina,credit
1958,01-26-2011,4008236,90.32,Exercise & Fitness,Exercise Bands,Pasadena,California,credit
1959,12-12-2011,4000544,160.95,Gymnastics,Springboards,Alexandria  ,Virginia,credit
1960,09-20-2011,4000164,192.56,Team Sports,Team Handball,Centennial,Colorado,credit
1961,04-12-2011,4005466,85.31,Outdoor Recreation,Deck Shuffleboard,Indianapolis ,Indiana,credit
1962,07-12-2011,4002682,79.87,Outdoor Recreation,Motorsports,Santa Ana,California,credit
1963,12-03-2011,4001953,66.6,Water Sports,Boating,Denver  ,Colorado,credit
1964,01-11-2011,4007962,150.84,Gymnastics,Vaulting Horses,Fremont,California,credit
1965,04-16-2011,4006036,57.45,Jumping,Pogo Sticks,Brownsville,Texas,credit
1966,10-28-2011,4004410,10.88,Racquet Sports,Squash,St. Louis  ,Missouri,cash
1967,05-13-2011,4008236,56.26,Outdoor Recreation,Hunting,St. Louis  ,Missouri,credit
1968,07-29-2011,4002261,136.18,Jumping,Pogo Sticks,El Paso,Texas,credit
1969,12-24-2011,4001950,186.54,Racquet Sports,Squash,Minneapolis,Minnesota,credit
1970,08-12-2011,4007001,12.49,Gymnastics,Gymnastics Bars,Anaheim,California,cash
1971,09-08-2011,4009329,119.52,Exercise & Fitness,Weight Benches,Columbia,South Carolina,credit
1972,11-18-2011,4002305,71.74,Outdoor Recreation,Deck Shuffleboard,San Antonio,Texas,credit
1973,01-19-2011,4006167,74.56,Winter Sports,Bobsledding,Montgomery,Alabama,credit
1974,11-20-2011,4000141,49.47,Team Sports,Lacrosse,Miami,Florida,cash
1975,01-04-2011,4009183,171.73,Team Sports,Football,West Valley City,Utah,credit
1976,02-04-2011,4000469,192.68,Games,Dice & Dice Sets,Plano,Texas,credit
1977,06-25-2011,4007856,89.73,Outdoor Recreation,Track & Field,Boise,Idaho,credit
1978,07-10-2011,4000970,131.41,Water Sports,Wetsuits,Jackson,Mississippi,credit
1979,10-25-2011,4004320,171.74,Outdoor Recreation,Lawn Games,San Francisco,California,credit
1980,03-21-2011,4009497,195.82,Team Sports,Lacrosse,Pasadena,Texas,credit
1981,06-04-2011,4007986,72.23,Water Sports,Towed Water Sports,Jersey City,New Jersey,credit
1982,08-13-2011,4004814,167.34,Winter Sports,Downhill Skiing,Bellevue,Washington,credit
1983,02-23-2011,4005997,179.01,Combat Sports,Martial Arts,Atlanta,Georgia,credit
1984,12-22-2011,4007525,111.83,Water Sports,Water Tubing,Santa Ana,California,credit
1985,11-24-2011,4008679,106.68,Outdoor Recreation,Skateboarding,Birmingham,Alabama,credit
1986,09-13-2011,4005225,101.22,Team Sports,Soccer,Cleveland,Ohio,credit
1987,01-04-2011,4000360,106.97,Exercise & Fitness,Jump Ropes,Stamford,Connecticut,credit
1988,06-11-2011,4003257,148.86,Team Sports,Cheerleading,Kansas City,Missouri,credit
1989,06-28-2011,4009086,143.98,Water Sports,Swimming,New York,New York,credit
1990,10-03-2011,4000864,42.25,Outdoor Recreation,Motorsports,Cleveland,Ohio,cash
1991,09-20-2011,4008481,160.88,Team Sports,Lacrosse,Clarksville,Tennessee,credit
1992,04-28-2011,4001045,152.52,Gymnastics,Gymnastics Bars,Denver  ,Colorado,credit
1993,10-22-2011,4006145,145.64,Combat Sports,Fencing,Oklahoma City,Oklahoma,credit
1994,07-20-2011,4000521,66.13,Water Sports,Surfing,San Diego,California,credit
1995,07-26-2011,4005147,41.98,Team Sports,Basketball,Columbia,Missouri,cash
1996,07-24-2011,4003972,194.06,Exercise & Fitness,Abdominal Equipment,Anaheim,California,credit
1997,12-11-2011,4000920,153.87,Water Sports,Kitesurfing,Eugene,Oregon,credit
1998,06-17-2011,4001314,14.01,Indoor Games,Air Hockey,Milwaukee,Wisconsin,cash
1999,05-20-2011,4000367,45.13,Racquet Sports,Squash,Alexandria  ,Virginia,cash
2000,08-05-2011,4005784,186.97,Team Sports,Hockey,St. Petersburg,Florida,credit
2001,02-26-2011,4006506,10.99,Outdoor Recreation,Running,Chattanooga,Tennessee,credit
2002,04-22-2011,4008590,175.22,Team Sports,Indoor Volleyball,Eugene,Oregon,credit
2003,11-12-2011,4008805,90.91,Indoor Games,Billiards,Long Beach,California,credit
2004,01-30-2011,4000922,41.06,Games,Bingo Sets,Boston,Massachusetts,credit
2005,08-13-2011,4005526,191.45,Team Sports,Soccer,Brownsville,Texas,credit
2006,04-08-2011,4005676,112.82,Team Sports,Soccer,Columbus,Georgia,credit
2007,10-17-2011,4008828,33.08,Water Sports,Water Tubing,Newark,New Jersey,credit
2008,06-06-2011,4000608,18.68,Outdoor Recreation,Hunting,Jackson,Mississippi,credit
2009,08-17-2011,4000399,179.76,Outdoor Play Equipment,Sandboxes,Berkeley,California,credit
2010,01-07-2011,4007312,92.2,Games,Card Games,Birmingham,Alabama,credit
2011,11-14-2011,4005102,140.45,Team Sports,Rugby,Atlanta,Georgia,credit
2012,11-03-2011,4002580,94.07,Games,Dice & Dice Sets,Boston,Massachusetts,credit
2013,05-14-2011,4009799,87.17,Indoor Games,Foosball,Lowell,Massachusetts,credit
2014,08-26-2011,4008462,108.53,Indoor Games,Foosball,Buffalo,New York,credit
2015,08-23-2011,4005697,67.46,Team Sports,Cricket,Chicago,Illinois,credit
2016,09-29-2011,4000463,159.19,Water Sports,Water Polo,Lowell,Massachusetts,credit
2017,03-18-2011,4000748,39.37,Indoor Games,Darts,Buffalo,New York,credit
2018,11-13-2011,4002089,86.96,Indoor Games,Bowling,Coral Springs,Florida,credit
2019,10-07-2011,4005672,44.93,Outdoor Recreation,Riding Scooters,Cincinnati,Ohio,credit
2020,10-30-2011,4007487,118.27,Water Sports,Bodyboarding,Santa Ana,California,credit
2021,10-06-2011,4007825,66.99,Team Sports,Field Hockey,San Diego,California,credit
2022,12-29-2011,4004792,57.27,Exercise & Fitness,Foam Rollers,Lowell,Massachusetts,credit
2023,12-10-2011,4002037,137.9,Indoor Games,Foosball,San Francisco,California,credit
2024,10-25-2011,4007715,17.58,Outdoor Recreation,Geocaching,Cincinnati,Ohio,credit
2025,10-28-2011,4005898,174.65,Exercise & Fitness,Abdominal Equipment,Jackson,Mississippi,credit
2026,05-03-2011,4000159,90.01,Team Sports,Cricket,Orlando,Florida,credit
2027,12-12-2011,4007887,114.08,Water Sports,Whitewater Rafting,Clarksville,Tennessee,credit
2028,03-29-2011,4007690,103.1,Water Sports,Swimming,Fremont,California,credit
2029,01-15-2011,4004061,188.52,Gymnastics,Gymnastics Rings,Miami,Florida,credit
2030,02-04-2011,4005793,91.14,Winter Sports,Cross-Country Skiing,Charlotte,North Carolina,credit
2031,08-08-2011,4001513,151.4,Racquet Sports,Badminton,Rockford,Illinois,credit
2032,03-28-2011,4003208,60.4,Exercise & Fitness,Weightlifting Machines,Los Angeles,California,credit
2033,05-05-2011,4003740,131.02,Outdoor Recreation,Running,Vancouver,Washington,credit
2034,11-25-2011,4004440,159.68,Outdoor Recreation,Lawn Games,Irving,Texas,credit
2035,11-29-2011,4005308,60.09,Air Sports,Hang Gliding,Des Moines,Iowa,credit
2036,05-16-2011,4003637,154.11,Outdoor Recreation,Riding Scooters,Alexandria  ,Virginia,credit
2037,03-20-2011,4006386,150.18,Games,Poker Chips & Sets,Louisville,Kentucky,credit
2038,08-02-2011,4005777,195.05,Outdoor Recreation,Rock Climbing,Huntsville,Alabama,credit
2039,04-30-2011,4009146,93.49,Games,Poker Chips & Sets,Paterson,New Jersey,credit
2040,12-11-2011,4009735,118.3,Exercise & Fitness,Exercise Bands,Hampton  ,Virginia,credit
2041,05-03-2011,4008973,94.53,Winter Sports,Snowmobiling,Omaha,Nebraska,credit
2042,05-02-2011,4008073,10.54,Winter Sports,Snowshoeing,Newark,New Jersey,cash
2043,10-17-2011,4008839,79.17,Water Sports,Bodyboarding,St. Petersburg,Florida,credit
2044,03-01-2011,4005237,194.43,Jumping,Bungee Jumping,El Paso,Texas,credit
2045,06-21-2011,4000551,138.09,Gymnastics,Vaulting Horses,Scottsdale,Arizona,credit
2046,11-20-2011,4009183,178.58,Gymnastics,Pommel Horses,El Paso,Texas,credit
2047,04-19-2011,4003061,84.96,Team Sports,Lacrosse,Philadelphia,Pennsylvania,credit
2048,10-02-2011,4000864,104.59,Outdoor Recreation,Archery,Boston,Massachusetts,credit
2049,05-18-2011,4001527,157.86,Team Sports,Football,Fremont,California,credit
2050,09-29-2011,4002508,175.49,Exercise & Fitness,Weightlifting Gloves,Saint Paul,Minnesota,credit
2051,08-05-2011,4009657,186.71,Winter Sports,Sledding,Phoenix,Arizona,credit
2052,05-12-2011,4005890,110.16,Gymnastics,Gymnastics Bars,St. Petersburg,Florida,credit
2053,01-16-2011,4008064,109.64,Air Sports,Air Suits,Flint,Michigan,credit
2054,07-10-2011,4004145,99.79,Exercise & Fitness,Exercise Balls,Chicago,Illinois,credit
2055,04-02-2011,4006545,182.4,Exercise & Fitness,Exercise Balls,Long Beach,California,credit
2056,01-13-2011,4002727,99.57,Jumping,Trampolines,Tampa,Florida,credit
2057,09-25-2011,4004334,55.73,Team Sports,Field Hockey,San Diego,California,credit
2058,12-17-2011,4002914,12.5,Air Sports,Hang Gliding,Richmond  ,Virginia,cash
2059,05-03-2011,4008015,18.8,Winter Sports,Luge,Buffalo,New York,cash
2060,09-19-2011,4007358,48.04,Winter Sports,Luge,Scottsdale,Arizona,cash
2061,04-26-2011,4005759,31.03,Puzzles,Mechanical Puzzles,Cincinnati,Ohio,cash
2062,12-04-2011,4006606,81.13,Water Sports,Bodyboarding,Dayton,Ohio,credit
2063,11-12-2011,4004557,14.84,Team Sports,Football,Jacksonville ,Florida,cash
2064,07-02-2011,4000890,118.3,Outdoor Recreation,Archery,Orlando,Florida,credit
2065,10-01-2011,4001389,156.27,Water Sports,Scuba Diving & Snorkeling,Fremont,California,credit
2066,11-18-2011,4001921,100.88,Team Sports,Baseball,Columbus,Ohio,credit
2067,09-15-2011,4008811,191.67,Water Sports,Whitewater Rafting,Miami,Florida,credit
2068,08-29-2011,4005559,37.42,Exercise & Fitness,Weightlifting Machines,Denver  ,Colorado,cash
2069,11-10-2011,4003350,125.18,Air Sports,Parachutes,Coral Springs,Florida,credit
2070,02-16-2011,4007670,66.93,Team Sports,Cricket,Boise,Idaho,credit
2071,08-04-2011,4008333,152.33,Indoor Games,Bowling,Charleston,South Carolina,credit
2072,04-12-2011,4002467,123.2,Jumping,Bungee Jumping,Honolulu  ,Hawaii,credit
2073,05-09-2011,4000011,59.09,Outdoor Play Equipment,Swing Sets,Kansas City,Kansas,credit
2074,11-12-2011,4004933,45.65,Outdoor Recreation,Hunting,Jersey City,New Jersey,cash
2075,12-05-2011,4008553,119.34,Jumping,Pogo Sticks,Louisville,Kentucky,credit
2076,05-01-2011,4007391,107.21,Exercise & Fitness,Weightlifting Machines,Washington,District of Columbia,credit
2077,07-16-2011,4002497,39.92,Games,Poker Chips & Sets,Huntsville,Alabama,cash
2078,11-26-2011,4002615,120.23,Dancing,Ballet Bars,New York,New York,credit
2079,04-21-2011,4008685,131.17,Puzzles,Jigsaw Puzzles,Anaheim,California,credit
2080,08-19-2011,4009885,111.52,Water Sports,Whitewater Rafting,San Diego,California,credit
2081,05-05-2011,4009019,169.52,Jumping,Pogo Sticks,Philadelphia,Pennsylvania,credit
2082,05-12-2011,4007082,112.27,Water Sports,Water Polo,El Paso,Texas,credit
2083,11-15-2011,4000041,108.56,Jumping,Trampoline Accessories,Jacksonville ,Florida,credit
2084,12-21-2011,4008640,167.44,Water Sports,Swimming,Newark,New Jersey,credit
2085,01-08-2011,4002447,185.08,Water Sports,Surfing,Bellevue,Washington,credit
2086,04-03-2011,4008819,150.72,Outdoor Recreation,Golf,Nashville  ,Tennessee,credit
2087,06-20-2011,4003350,199.2,Gymnastics,Gymnastics Mats,Memphis,Tennessee,credit
2088,02-09-2011,4005864,156.7,Outdoor Recreation,Shooting Games,Scottsdale,Arizona,credit
2089,06-29-2011,4001127,161.84,Exercise & Fitness,Foam Rollers,Saint Paul,Minnesota,credit
2090,04-09-2011,4002778,147.9,Jumping,Bungee Jumping,Durham,North Carolina,credit
2091,09-24-2011,4001498,193.72,Exercise & Fitness,Yoga & Pilates,Buffalo,New York,credit
2092,01-05-2011,4007352,143.56,Exercise & Fitness,Weight Benches,San Jose,California,credit
2093,03-31-2011,4001762,151.23,Games,Board Games,Phoenix,Arizona,credit
2094,05-01-2011,4006272,159.25,Exercise & Fitness,Weight Benches,Vancouver,Washington,credit
2095,08-30-2011,4009778,48.3,Water Sports,Windsurfing,Oakland,California,cash
2096,12-07-2011,4002296,136.21,Water Sports,Windsurfing,Fremont,California,credit
2097,08-18-2011,4005946,188.59,Games,Card Games,Long Beach,California,credit
2098,10-13-2011,4001072,18.98,Exercise & Fitness,Gym Mats,Columbus,Ohio,cash
2099,09-06-2011,4008197,118.4,Outdoor Recreation,Geocaching,San Antonio,Texas,credit
2100,05-12-2011,4000666,120.62,Winter Sports,Snowmobiling,San Antonio,Texas,credit
2101,09-22-2011,4002866,90.97,Indoor Games,Darts,Gresham,Oregon,credit
2102,03-10-2011,4001743,183.08,Gymnastics,Springboards,Sunnyvale,California,credit
2103,08-22-2011,4005514,135.02,Team Sports,Team Handball,New York,New York,credit
2104,12-06-2011,4002845,97.23,Indoor Games,Foosball,Everett,Washington,credit
2105,02-20-2011,4007450,16.54,Team Sports,Soccer,Midland,Texas,credit
2106,09-09-2011,4001781,188.62,Exercise & Fitness,Weight Benches,Pittsburgh,Pennsylvania,credit
2107,06-07-2011,4003599,43.82,Gymnastics,Balance Beams,Brownsville,Texas,credit
2108,10-02-2011,4001636,107.99,Exercise & Fitness,Foam Rollers,McKinney,Texas,credit
2109,09-14-2011,4000387,73.07,Team Sports,Cricket,St. Petersburg,Florida,credit
2110,12-12-2011,4007274,149.83,Gymnastics,Vaulting Horses,Boston,Massachusetts,credit
2111,04-16-2011,4003254,124.09,Indoor Games,Billiards,Jacksonville ,Florida,credit
2112,04-15-2011,4002541,115.29,Winter Sports,Snowshoeing,Santa Ana,California,credit
2113,08-21-2011,4006632,93.56,Outdoor Recreation,Skateboarding,El Paso,Texas,credit
2114,05-18-2011,4002790,131.26,Water Sports,Life Jackets,Vancouver,Washington,credit
2115,07-13-2011,4003170,53.16,Outdoor Recreation,Lawn Games,Louisville,Kentucky,credit
2116,03-02-2011,4002638,59.17,Air Sports,Hang Gliding,Huntsville,Alabama,credit
2117,07-26-2011,4002245,72.9,Exercise & Fitness,Weightlifting Gloves,Pittsburgh,Pennsylvania,credit
2118,04-07-2011,4007204,91.82,Puzzles,Mechanical Puzzles,Dayton,Ohio,credit
2119,03-03-2011,4002690,153.06,Racquet Sports,Racquetball,Gresham,Oregon,credit
2120,12-05-2011,4004780,109.84,Team Sports,Beach Volleyball,Pasadena,California,credit
2121,10-01-2011,4003221,19.56,Outdoor Recreation,Rock Climbing,Fremont,California,credit
2122,01-03-2011,4000284,130.63,Outdoor Recreation,Ice Climbing,Paterson,New Jersey,credit
2123,11-03-2011,4006788,79.66,Outdoor Play Equipment,Swing Sets,McKinney,Texas,credit
2124,08-06-2011,4001588,50.01,Outdoor Recreation,Rock Climbing,Kansas City,Kansas,credit
2125,01-13-2011,4002160,191.88,Games,Dice & Dice Sets,Portland,Oregon,credit
2126,03-01-2011,4001365,51.32,Indoor Games,Darts,Oakland,California,credit
2127,07-03-2011,4003083,135.41,Winter Sports,Luge,Coral Springs,Florida,credit
2128,05-23-2011,4009963,129.29,Racquet Sports,Badminton,Clarksville,Tennessee,credit
2129,03-11-2011,4005566,83.44,Indoor Games,Table Shuffleboard,Overland Park,Kansas,credit
2130,08-26-2011,4005746,160.72,Games,Card Games,St. Petersburg,Florida,credit
2131,08-05-2011,4003076,179.9,Water Sports,Kitesurfing,Plano,Texas,credit
2132,10-24-2011,4001067,177.22,Outdoor Play Equipment,Lawn Water Slides,Nashville  ,Tennessee,credit
2133,12-29-2011,4003267,162.01,Combat Sports,Wrestling,St. Petersburg,Florida,credit
2134,09-06-2011,4001807,30.72,Puzzles,Jigsaw Puzzles,Philadelphia,Pennsylvania,credit
2135,10-10-2011,4003243,167.93,Jumping,Trampolines,Coral Springs,Florida,credit
2136,05-08-2011,4003383,107.01,Outdoor Recreation,Equestrian,Pittsburgh,Pennsylvania,credit
2137,08-13-2011,4004875,71.48,Water Sports,Life Jackets,Fremont,California,credit
2138,04-28-2011,4000037,128.54,Exercise & Fitness,Free Weights,Gresham,Oregon,credit
2139,11-09-2011,4005405,147.73,Dancing,Ballet Bars,Dallas,Texas,credit
2140,10-21-2011,4001121,178.07,Indoor Games,Table Shuffleboard,Everett,Washington,credit
2141,01-26-2011,4002119,165.52,Team Sports,Hockey,Dayton,Ohio,credit
2142,11-13-2011,4000607,195.86,Outdoor Recreation,Lawn Games,Irvine,California,credit
2143,04-21-2011,4005731,87.09,Water Sports,Whitewater Rafting,Jackson,Mississippi,credit
2144,04-08-2011,4008925,88.33,Air Sports,Hang Gliding,Los Angeles,California,credit
2145,12-18-2011,4003522,131.67,Exercise & Fitness,Stopwatches,Denton,Texas,credit
2146,02-24-2011,4006375,150.79,Combat Sports,Wrestling,Lowell,Massachusetts,credit
2147,05-29-2011,4004260,47.71,Games,Poker Chips & Sets,Gresham,Oregon,cash
2148,01-12-2011,4000526,185.66,Jumping,Trampolines,Rockford,Illinois,credit
2149,03-17-2011,4000005,173.38,Games,Bingo Sets,Durham,North Carolina,credit
2150,01-10-2011,4002767,28.92,Team Sports,Team Handball,Omaha,Nebraska,cash
2151,06-24-2011,4001210,167.86,Combat Sports,Wrestling,Austin,Texas,credit
2152,10-27-2011,4001610,27.44,Winter Sports,Sledding,Scottsdale,Arizona,cash
2153,03-22-2011,4002359,142.07,Games,Portable Electronic Games,Alexandria  ,Virginia,credit
2154,03-18-2011,4004910,170.68,Exercise & Fitness,Weight Benches,Pittsburgh,Pennsylvania,credit
2155,04-14-2011,4009999,176.0,Water Sports,Wetsuits,Columbia,South Carolina,credit
2156,09-26-2011,4002538,183.19,Exercise & Fitness,Weightlifting Machine Accessories,Oklahoma City,Oklahoma,credit
2157,11-29-2011,4006308,125.16,Team Sports,Soccer,Flint,Michigan,credit
2158,04-19-2011,4009888,51.53,Team Sports,Rugby,Midland,Texas,credit
2159,07-13-2011,4003173,132.01,Team Sports,Softball,Indianapolis ,Indiana,credit
2160,01-10-2011,4008604,56.95,Team Sports,Indoor Volleyball,El Paso,Texas,credit
2161,10-30-2011,4000599,124.91,Outdoor Recreation,Track & Field,St. Louis  ,Missouri,credit
2162,09-29-2011,4009447,24.62,Games,Board Games,Rockford,Illinois,cash
2163,07-18-2011,4000069,175.17,Air Sports,Hang Gliding,Omaha,Nebraska,credit
2164,12-07-2011,4009298,59.06,Winter Sports,Downhill Skiing,Minneapolis,Minnesota,credit
2165,12-17-2011,4003927,6.44,Winter Sports,Bobsledding,St. Petersburg,Florida,cash
2166,01-02-2011,4002899,37.22,Outdoor Recreation,Golf,Indianapolis ,Indiana,cash
2167,12-14-2011,4006135,116.94,Gymnastics,Gymnastics Bars,Columbia,Missouri,credit
2168,03-21-2011,4005742,36.25,Combat Sports,Boxing,New York,New York,cash
2169,03-13-2011,4008958,7.28,Team Sports,Field Hockey,Rockford,Illinois,cash
2170,09-24-2011,4006480,142.38,Outdoor Play Equipment,Outdoor Playsets,San Jose,California,credit
2171,01-01-2011,4006131,198.2,Outdoor Recreation,Camping & Backpacking & Hiking,El Paso,Texas,credit
2172,10-17-2011,4000392,68.65,Exercise & Fitness,Weightlifting Belts,Oakland,California,credit
2173,08-20-2011,4009224,98.69,Outdoor Recreation,Equestrian,Bellevue,Washington,credit
2174,04-09-2011,4005001,161.14,Indoor Games,Table Shuffleboard,Plano,Texas,credit
2175,01-17-2011,4009838,89.72,Indoor Games,Billiards,Portland,Oregon,credit
2176,05-24-2011,4001174,159.14,Indoor Games,Foosball,Clarksville,Tennessee,credit
2177,01-05-2011,4000902,197.55,Jumping,Pogo Sticks,Orange,California,credit
2178,01-25-2011,4003321,188.05,Jumping,Jumping Stilts,Scottsdale,Arizona,credit
2179,12-04-2011,4007868,45.79,Gymnastics,Gymnastics Protective Gear,Chattanooga,Tennessee,cash
2180,07-14-2011,4000830,192.35,Outdoor Recreation,Shooting Games,Salem,Oregon,credit
2181,11-02-2011,4003052,165.58,Outdoor Recreation,Lawn Games,Milwaukee,Wisconsin,credit
2182,11-18-2011,4007622,78.75,Games,Dominoes,Memphis,Tennessee,credit
2183,02-14-2011,4004108,89.57,Team Sports,Field Hockey,Salem,Oregon,credit
2184,06-24-2011,4000786,159.26,Indoor Games,Foosball,Omaha,Nebraska,credit
2185,04-24-2011,4008116,10.71,Team Sports,Indoor Volleyball,Denver  ,Colorado,cash
2186,11-05-2011,4006489,17.9,Water Sports,Swimming,Hartford,Connecticut,cash
2187,01-14-2011,4005541,49.72,Games,Dice Games,Salt Lake City,Utah,cash
2188,02-01-2011,4002230,47.94,Outdoor Recreation,Golf,San Diego,California,cash
2189,09-08-2011,4008467,92.88,Gymnastics,Gymnastics Protective Gear,Cambridge,Massachusetts,credit
2190,06-07-2011,4001738,139.06,Outdoor Play Equipment,Sandboxes,Irving,Texas,credit
2191,05-19-2011,4000571,26.21,Combat Sports,Martial Arts,Lowell,Massachusetts,cash
2192,07-14-2011,4001244,161.26,Water Sports,Wetsuits,McKinney,Texas,credit
2193,07-17-2011,4006046,189.56,Water Sports,Scuba Diving & Snorkeling,Buffalo,New York,credit
2194,06-22-2011,4002565,164.91,Outdoor Recreation,Archery,Irving,Texas,credit
2195,03-31-2011,4005976,113.81,Jumping,Trampoline Accessories,Boise,Idaho,credit
2196,02-13-2011,4003123,89.57,Combat Sports,Wrestling,Phoenix,Arizona,credit
2197,05-20-2011,4004024,63.42,Games,Dice Games,Sacramento,California,credit
2198,02-19-2011,4004202,16.39,Outdoor Recreation,Lawn Games,Lexington,Kentucky,cash
2199,06-28-2011,4004810,149.79,Exercise & Fitness,Weightlifting Belts,Brownsville,Texas,credit
2200,01-11-2011,4004964,33.85,Racquet Sports,Tennis,Pittsburgh,Pennsylvania,credit
2201,01-05-2011,4007645,22.13,Exercise & Fitness,Abdominal Equipment,Colorado Springs,Colorado,credit
2202,08-08-2011,4000333,83.61,Air Sports,Hang Gliding,Orlando,Florida,credit
2203,12-17-2011,4000847,197.77,Exercise & Fitness,Weightlifting Gloves,Reno,Nevada,credit
2204,03-06-2011,4001040,193.77,Water Sports,Life Jackets,San Antonio,Texas,credit
2205,06-15-2011,4006103,152.03,Winter Sports,Bobsledding,Denver  ,Colorado,credit
2206,12-10-2011,4005094,38.77,Exercise & Fitness,Free Weight Bars,Stamford,Connecticut,credit
2207,05-15-2011,4004576,42.18,Jumping,Bungee Jumping,Orange,California,credit
2208,08-14-2011,4000309,195.14,Water Sports,Whitewater Rafting,Montgomery,Alabama,credit
